Score,Combination,Combination_without_stopwords,Combination_without_stopwords_Lemmatized,Final_review
5,"['pecan', 'pie', 'larabars', 'these', 'are', 'awsome', 'my', 'four', 'year', 'olds', 'love', 'them', 'they', 'are', 'an', 'easy', 'snack', 'to', 'take', 'on', 'the', 'go', 'that', 'is', 'nutritious', 'without', 'gluten', 'sugar', 'or', 'worries']","['pecan', 'pie', 'larabars', 'awsome', 'four', 'year', 'olds', 'love', 'easy', 'snack', 'take', 'go', 'nutritious', 'without', 'gluten', 'sugar', 'worries']","['pecan', 'pie', 'larabars', 'awsome', 'four', 'year', 'old', 'love', 'easy', 'snack', 'take', 'go', 'nutritious', 'without', 'gluten', 'sugar', 'worry']","['pecan', 'pie', 'larabars', 'awsome', 'four', 'year', 'old', 'love', 'easy', 'snack', 'take', 'go', 'nutritious', 'without', 'gluten', 'sugar', 'worry']"
5,"['great', 'ingredient', 'hard', 'to', 'find', 'this', 'product', 'so', 'excited', 'to', 'receive', 'it', 'makes', 'the', 'best', 'soup', 'and', 'can', 'be', 'used', 'in', 'many', 'recipes']","['great', 'ingredient', 'hard', 'find', 'product', 'excited', 'receive', 'makes', 'best', 'soup', 'used', 'many', 'recipes']","['great', 'ingredient', 'hard', 'find', 'product', 'excite', 'receive', 'make', 'best', 'soup', 'use', 'many', 'recipe']","['great', 'ingredient', 'hard', 'find', 'product', 'excite', 'receive', 'make', 'best', 'soup', 'use', 'many', 'recipe']"
5,"['healthy', 'treat', 'i', 'had', 'been', 'feeding', 'mostly', 'the', 'chicken', 'jerky', 'treats', 'feeling', 'good', 'about', 'it', 'since', 'the', 'only', 'ingredient', 'was', 'chicken', 'then', 'i', 'saw', 'the', 'reports', 'of', 'kidney', 'failure', 'linked', 'to', 'the', 'ones', 'made', 'in', 'china', 'it', 'hard', 'to', 'find', 'them', 'made', 'in', 'the', 'usa', 'and', 'they', 'are', 'much', 'more', 'expensive', 'then', 'i', 'found', 'these', 'they', 'are', 'made', 'in', 'the', 'us', 'ingredients', 'are', 'chicken', 'and', 'vitamin', 'the', 'texture', 'is', 'different', 'but', 'my', 'dog', 'likes', 'them', 'just', 'as', 'well', 'and', 'they', 'have', 'the', 'added', 'advantage', 'of', 'being', 'breakable', 'so', 'you', 'can', 'give', 'them', 'smaller', 'portions', 'easily']","['healthy', 'treat', 'feeding', 'mostly', 'chicken', 'jerky', 'treats', 'feeling', 'good', 'since', 'ingredient', 'chicken', 'saw', 'reports', 'kidney', 'failure', 'linked', 'ones', 'made', 'china', 'hard', 'find', 'made', 'usa', 'much', 'expensive', 'found', 'made', 'us', 'ingredients', 'chicken', 'vitamin', 'texture', 'different', 'dog', 'likes', 'well', 'added', 'advantage', 'breakable', 'give', 'smaller', 'portions', 'easily']","['healthy', 'treat', 'feed', 'mostly', 'chicken', 'jerky', 'treat', 'feel', 'good', 'since', 'ingredient', 'chicken', 'saw', 'report', 'kidney', 'failure', 'link', 'one', 'make', 'china', 'hard', 'find', 'make', 'usa', 'much', 'expensive', 'found', 'make', 'u', 'ingredient', 'chicken', 'vitamin', 'texture', 'different', 'dog', 'like', 'well', 'add', 'advantage', 'breakable', 'give', 'small', 'portion', 'easily']","['healthy', 'treat', 'feed', 'mostly', 'chicken', 'jerky', 'treat', 'feel', 'good', 'since', 'ingredient', 'chicken', 'saw', 'report', 'kidney', 'failure', 'link', 'one', 'make', 'china', 'hard', 'find', 'make', 'usa', 'much', 'expensive', 'found', 'make', 'u', 'ingredient', 'chicken', 'vitamin', 'texture', 'different', 'dog', 'like', 'well', 'add', 'advantage', 'breakable', 'give', 'small', 'portion', 'easily']"
4,"['not', 'but', 'very', 'good', 'not', 'quite', 'the', 'almost', 'gooey', 'fresh', 'medjools', 'i', 'remember', 'enjoying', 'in', 'california', 'but', 'pretty', 'close', 'overall', 'really', 'good', 'dates', 'at', 'a', 'good', 'price']","['good', 'quite', 'almost', 'gooey', 'fresh', 'medjools', 'remember', 'enjoying', 'california', 'pretty', 'close', 'overall', 'really', 'good', 'dates', 'good', 'price']","['good', 'quite', 'almost', 'gooey', 'fresh', 'medjools', 'remember', 'enjoy', 'california', 'pretty', 'close', 'overall', 'really', 'good', 'date', 'good', 'price']","['good', 'quite', 'almost', 'gooey', 'fresh', 'medjools', 'remember', 'enjoy', 'california', 'pretty', 'close', 'overall', 'really', 'good', 'date', 'good', 'price']"
4,"['the', 'best', 'flavor', 'the', 'blend', 'of', 'flavor', 'is', 'fantastic', 'for', 'this', 'olive', 'oil', 'seasoning', 'for', 'bread', 'dipping', 'i', 'also', 'add', 'this', 'to', 'pita', 'bread', 'with', 'a', 'bit', 'of', 'olive', 'oil', 'and', 'put', 'in', 'the', 'toaster', 'over', 'for', 'a', 'great', 'treat', 'and', 'also', 'mix', 'with', 'olive', 'oil', 'parsley', 'flakes', 'and', 'a', 'bit', 'of', 's', 'p', 'and', 'toss', 'this', 'with', 'boiled', 'potatoes', 'for', 'a', 'great', 'side', 'only', 'downside', 'is', 'that', 'it', 'a', 'bit', 'pricey', 'but', 'so', 'flavorful', 'that', 'a', 'little', 'goes', 'a', 'long', 'way', 'they', 'do', 'not', 'ship', 'to', 'puerto', 'rico', 'so', 'i', 'did', 'have', 'to', 'ship', 'it', 'to', 'a', 'friend', 'who', 'then', 'sent', 'it', 'to', 'me', 'thus', 'adding', 'additional', 'costs']","['best', 'flavor', 'blend', 'flavor', 'fantastic', 'olive', 'oil', 'seasoning', 'bread', 'dipping', 'also', 'add', 'pita', 'bread', 'bit', 'olive', 'oil', 'put', 'toaster', 'great', 'treat', 'also', 'mix', 'olive', 'oil', 'parsley', 'flakes', 'bit', 'p', 'toss', 'boiled', 'potatoes', 'great', 'side', 'downside', 'bit', 'pricey', 'flavorful', 'little', 'goes', 'long', 'way', 'ship', 'puerto', 'rico', 'ship', 'friend', 'sent', 'thus', 'adding', 'additional', 'costs']","['best', 'flavor', 'blend', 'flavor', 'fantastic', 'olive', 'oil', 'season', 'bread', 'dip', 'also', 'add', 'pita', 'bread', 'bit', 'olive', 'oil', 'put', 'toaster', 'great', 'treat', 'also', 'mix', 'olive', 'oil', 'parsley', 'flake', 'bit', 'p', 'toss', 'boil', 'potato', 'great', 'side', 'downside', 'bit', 'pricey', 'flavorful', 'little', 'go', 'long', 'way', 'ship', 'puerto', 'rico', 'ship', 'friend', 'sent', 'thus', 'add', 'additional', 'cost']","['best', 'flavor', 'blend', 'flavor', 'fantastic', 'olive', 'oil', 'season', 'bread', 'dip', 'also', 'add', 'pita', 'bread', 'bit', 'olive', 'oil', 'put', 'toaster', 'great', 'treat', 'also', 'mix', 'olive', 'oil', 'parsley', 'flake', 'bit', 'p', 'toss', 'boil', 'potato', 'great', 'side', 'downside', 'bit', 'pricey', 'flavorful', 'little', 'go', 'long', 'way', 'ship', 'puerto', 'rico', 'ship', 'friend', 'sent', 'thus', 'add', 'additional', 'cost']"
1,"['yuck', 'has', 'two', 'times', 'the', 'filling', 'of', 'fig', 'newtons', 'which', 'makes', 'them', 'too', 'gooey', 'and', 'stick', 'together', 'have', 'purchased', 'barbara', 's', 'products', 'before', 'and', 'liked', 'them', 'but', 'would', 'not', 'buy', 'the', 'blueberry', 'bars', 'again', 'taste', 'awful']","['yuck', 'two', 'times', 'filling', 'fig', 'newtons', 'makes', 'gooey', 'stick', 'together', 'purchased', 'barbara', 'products', 'liked', 'would', 'buy', 'blueberry', 'bars', 'taste', 'awful']","['yuck', 'two', 'time', 'fill', 'fig', 'newton', 'make', 'gooey', 'stick', 'together', 'purchase', 'barbara', 'product', 'like', 'would', 'buy', 'blueberry', 'bar', 'taste', 'awful']","['yuck', 'two', 'time', 'fill', 'fig', 'newton', 'make', 'gooey', 'stick', 'together', 'purchase', 'barbara', 'product', 'like', 'would', 'buy', 'blueberry', 'bar', 'taste', 'awful']"
3,"['a', 'creamy', 'delicious', 'sauce', 'great', 'for', 'dipping', 'yeah', 'taco', 'bell', 'is', 'exactly', 'associated', 'with', 'healthy', 'living', 'while', 'it', 'may', 'say', 'taco', 'bell', 'on', 'the', 'label', 'the', 'sauces', 'are', 'actually', 'manufactured', 'by', 'kraft', 'foods', 'they', 'pay', 'taco', 'bell', 'to', 'slap', 'their', 'name', 'on', 'the', 'label', 'and', 'voila', 'you', 'get', 'a', 'more', 'recognizable', 'brand', 'the', 'sauce', 'is', 'pretty', 'typical', 'it', 'tangy', 'creamy', 'with', 'a', 'little', 'extra', 'spice', 'to', 'it', 'great', 'for', 'dipping', 'try', 'it', 'out', 'if', 'your', 'a', 'fan', 'of', 'the', 'flavor']","['creamy', 'delicious', 'sauce', 'great', 'dipping', 'yeah', 'taco', 'bell', 'exactly', 'associated', 'healthy', 'living', 'may', 'say', 'taco', 'bell', 'label', 'sauces', 'actually', 'manufactured', 'kraft', 'foods', 'pay', 'taco', 'bell', 'slap', 'name', 'label', 'voila', 'get', 'recognizable', 'brand', 'sauce', 'pretty', 'typical', 'tangy', 'creamy', 'little', 'extra', 'spice', 'great', 'dipping', 'try', 'fan', 'flavor']","['creamy', 'delicious', 'sauce', 'great', 'dip', 'yeah', 'taco', 'bell', 'exactly', 'associate', 'healthy', 'living', 'may', 'say', 'taco', 'bell', 'label', 'sauce', 'actually', 'manufacture', 'kraft', 'food', 'pay', 'taco', 'bell', 'slap', 'name', 'label', 'voila', 'get', 'recognizable', 'brand', 'sauce', 'pretty', 'typical', 'tangy', 'creamy', 'little', 'extra', 'spice', 'great', 'dip', 'try', 'fan', 'flavor']","['creamy', 'delicious', 'sauce', 'great', 'dip', 'yeah', 'taco', 'bell', 'exactly', 'associate', 'healthy', 'living', 'may', 'say', 'taco', 'bell', 'label', 'sauce', 'actually', 'manufacture', 'kraft', 'food', 'pay', 'taco', 'bell', 'slap', 'name', 'label', 'voila', 'get', 'recognizable', 'brand', 'sauce', 'pretty', 'typical', 'tangy', 'creamy', 'little', 'extra', 'spice', 'great', 'dip', 'try', 'fan', 'flavor']"
1,"['not', 'gluten', 'free', 'after', 'eating', 'this', 'product', 'i', 'had', 'a', 'stomach', 'ache', 'followed', 'by', 'hours', 'on', 'the', 'toilet', 'those', 'of', 'you', 'with', 'a', 'gluten', 'intolerance', 'and', 'celiac', 'disease', 'know', 'exactly', 'what', 'those', 'symptoms', 'mean', 'somehow', 'this', 'product', 'is', 'contaminated', 'with', 'gluten', 'it', 'is', 'not', 'gluten', 'free', 'please', 'spare', 'yourself', 'the', 'pain', 'and', 'suffering', 'these', 'cookies', 'are', 'not', 'worth', 'those', 'of', 'you', 'who', 'are', 'tempted', 'to', 'continue', 'eating', 'this', 'product', 'even', 'after', 'you', 'have', 'been', 'informed', 'that', 'it', 'is', 'not', 'gluten', 'free', 'please', 'keep', 'these', 'facts', 'in', 'if', 'you', 'eat', 'gluten', 'it', 'damages', 'your', 'intestinal', 'if', 'you', 'keep', 'on', 'eating', 'gluten', 'the', 'damage', 'to', 'your', 'intestines', 'will', 'get', 'worse', 'and', 'so', 'will', 'your', 'if', 'you', 'further', 'continue', 'to', 'eat', 'gluten', 'you', 'will', 'end', 'up', 'in', 'malabsorption', 'increase', 'your', 'risk', 'for', 'intestinal', 'cancer', 'and', 'lead', 'to', 'all', 'sorts', 'of', 'problems', 'including', 'infertility', 'autoimmune', 'disorders', 'other', 'words', 'cheating', 'on', 'your', 'diet', 'is', 'not', 'worth', 'it', 'do', 'eat', 'nana', 'products', 'instead', 'i', 'suggest', 'you', 'buy', 'something', 'like', 'pamela', 'chunky', 'chocolate', 'cookies', 'they', 'are', 'one', 'of', 'my', 'favorites']","['gluten', 'free', 'eating', 'product', 'stomach', 'ache', 'followed', 'hours', 'toilet', 'gluten', 'intolerance', 'celiac', 'disease', 'know', 'exactly', 'symptoms', 'mean', 'somehow', 'product', 'contaminated', 'gluten', 'gluten', 'free', 'please', 'spare', 'pain', 'suffering', 'cookies', 'worth', 'tempted', 'continue', 'eating', 'product', 'even', 'informed', 'gluten', 'free', 'please', 'keep', 'facts', 'eat', 'gluten', 'damages', 'intestinal', 'keep', 'eating', 'gluten', 'damage', 'intestines', 'get', 'worse', 'continue', 'eat', 'gluten', 'end', 'malabsorption', 'increase', 'risk', 'intestinal', 'cancer', 'lead', 'sorts', 'problems', 'including', 'infertility', 'autoimmune', 'disorders', 'words', 'cheating', 'diet', 'worth', 'eat', 'nana', 'products', 'instead', 'suggest', 'buy', 'something', 'like', 'pamela', 'chunky', 'chocolate', 'cookies', 'one', 'favorites']","['gluten', 'free', 'eat', 'product', 'stomach', 'ache', 'follow', 'hour', 'toilet', 'gluten', 'intolerance', 'celiac', 'disease', 'know', 'exactly', 'symptom', 'mean', 'somehow', 'product', 'contaminate', 'gluten', 'gluten', 'free', 'please', 'spare', 'pain', 'suffer', 'cooky', 'worth', 'tempt', 'continue', 'eat', 'product', 'even', 'inform', 'gluten', 'free', 'please', 'keep', 'fact', 'eat', 'gluten', 'damage', 'intestinal', 'keep', 'eat', 'gluten', 'damage', 'intestine', 'get', 'bad', 'continue', 'eat', 'gluten', 'end', 'malabsorption', 'increase', 'risk', 'intestinal', 'cancer', 'lead', 'sort', 'problem', 'include', 'infertility', 'autoimmune', 'disorder', 'word', 'cheat', 'diet', 'worth', 'eat', 'nana', 'product', 'instead', 'suggest', 'buy', 'something', 'like', 'pamela', 'chunky', 'chocolate', 'cooky', 'one', 'favorite']","['gluten', 'free', 'eat', 'product', 'stomach', 'ache', 'follow', 'hour', 'toilet', 'gluten', 'intolerance', 'celiac', 'disease', 'know', 'exactly', 'symptom', 'mean', 'somehow', 'product', 'contaminate', 'gluten', 'gluten', 'free', 'please', 'spare', 'pain', 'suffer', 'cooky', 'worth', 'tempt', 'continue', 'eat', 'product', 'even', 'inform', 'gluten', 'free', 'please', 'keep', 'fact', 'eat', 'gluten', 'damage', 'intestinal', 'keep', 'eat', 'gluten', 'damage', 'intestine', 'get', 'bad', 'continue', 'eat', 'gluten', 'end', 'malabsorption', 'increase', 'risk', 'intestinal', 'cancer', 'lead', 'sort', 'problem', 'include', 'infertility', 'autoimmune', 'disorder', 'word', 'cheat', 'diet', 'worth', 'eat', 'nana', 'product', 'instead', 'suggest', 'buy', 'something', 'like', 'pamela', 'chunky', 'chocolate', 'cooky', 'one', 'favorite']"
5,"['good', 'stuff', 'makes', 'great', 'bread', 'i', 'been', 'using', 'of', 'this', 'to', 'white', 'bread', 'flour', 'for', 'fine', 'results', 'it', 'a', 'big', 'bag', 'for', 'a', 'household', 'but', 'i', 'broke', 'it', 'up', 'into', '1', 'gallon', 'freezer', 'bags', 'and', 'freeze', 'it', 'highly', 'recommended']","['good', 'stuff', 'makes', 'great', 'bread', 'using', 'white', 'bread', 'flour', 'fine', 'results', 'big', 'bag', 'household', 'broke', '1', 'gallon', 'freezer', 'bags', 'freeze', 'highly', 'recommended']","['good', 'stuff', 'make', 'great', 'bread', 'use', 'white', 'bread', 'flour', 'fine', 'result', 'big', 'bag', 'household', 'broke', '1', 'gallon', 'freezer', 'bag', 'freeze', 'highly', 'recommend']","['good', 'stuff', 'make', 'great', 'bread', 'use', 'white', 'bread', 'flour', 'fine', 'result', 'big', 'bag', 'household', 'broke', '1', 'gallon', 'freezer', 'bag', 'freeze', 'highly', 'recommend']"
5,"['great', 'does', 'what', 'it', 'is', 'supposed', 'to', 'works', 'for', 'the', 'irregular', 'shapes', 'of', 'the', 'mike', 'n', 'ike', 'candies', 'as', 'well', 'as', 'for', 'the', 'gum', 'pieces']","['great', 'supposed', 'works', 'irregular', 'shapes', 'mike', 'n', 'ike', 'candies', 'well', 'gum', 'pieces']","['great', 'suppose', 'work', 'irregular', 'shape', 'mike', 'n', 'ike', 'candy', 'well', 'gum', 'piece']","['great', 'suppose', 'work', 'irregular', 'shape', 'mike', 'n', 'ike', 'candy', 'well', 'gum', 'piece']"
5,"['truly', 'rich', 'this', 'is', 'truly', 'rich', 'and', 'satisfying', 'cup', 'of', 'coffee', 'i', 'have', 'been', 'drinking', 'it', 'for', 'years', 'it', 'is', 'truly', 'equal', 'to', 'the', 'best', 'coffee', 'i', 'have', 'tasted', 'in', 'any', 'coffee', 'surprise', 'is', 'that', 'is', 'always', 'consistent', 'from', 'order', 'to', 'order', 'my', 'newest', 'favorite', 'coffee', 'is', 'now', 'the', 'emerels', 'big', 'easy', 'just', 'a', 'tad', 'richer', 'with', 'a', 'wonderful', 'aftertaste', 'i', 'will', 'be', 'alternating', 'these', 'two', 'wonderful', 'blends', 'for', 'years', 'to', 'come']","['truly', 'rich', 'truly', 'rich', 'satisfying', 'cup', 'coffee', 'drinking', 'years', 'truly', 'equal', 'best', 'coffee', 'tasted', 'coffee', 'surprise', 'always', 'consistent', 'order', 'order', 'newest', 'favorite', 'coffee', 'emerels', 'big', 'easy', 'tad', 'richer', 'wonderful', 'aftertaste', 'alternating', 'two', 'wonderful', 'blends', 'years', 'come']","['truly', 'rich', 'truly', 'rich', 'satisfy', 'cup', 'coffee', 'drinking', 'year', 'truly', 'equal', 'best', 'coffee', 'taste', 'coffee', 'surprise', 'always', 'consistent', 'order', 'order', 'new', 'favorite', 'coffee', 'emerels', 'big', 'easy', 'tad', 'richer', 'wonderful', 'aftertaste', 'alternate', 'two', 'wonderful', 'blend', 'year', 'come']","['truly', 'rich', 'truly', 'rich', 'satisfy', 'cup', 'coffee', 'drinking', 'year', 'truly', 'equal', 'best', 'coffee', 'taste', 'coffee', 'surprise', 'always', 'consistent', 'order', 'order', 'new', 'favorite', 'coffee', 'emerels', 'big', 'easy', 'tad', 'richer', 'wonderful', 'aftertaste', 'alternate', 'two', 'wonderful', 'blend', 'year', 'come']"
3,"['just', 'average', 'catnip', 'and', 'might', 'be', 'stale', 'my', '2', 'cats', 'like', 'this', 'catnip', 'but', 'nothing', 'crazy', 'or', 'weird', 'went', 'on', 'they', 'just', 'rolled', 'around', 'and', 'rubbed', 'their', 'faces', 'in', 'it', 'one', 'even', 'ate', 'some', 'nothing', 'different', 'from', 'regular', 'catnip', 'actually', 'i', 'had', 'another', 'brand', 'that', 'produced', 'crazier', 'reactions', 'like', 'drooling', 'and', 'hyperactivity', 'ca', 'remember', 'the', 'brand', 'i', 'smelled', 'the', 'stuff', 'and', 'it', 'seemed', 'stale', 'the', 'date', 'on', 'the', 'back', 'said', 'copyright', '2004', 'this', 'is', '2008', 'maybe', 'if', 'you', 'get', 'a', 'fresher', 'batch', 'it', 'will', 'be', 'craziness', 'all', 'around']","['average', 'catnip', 'might', 'stale', '2', 'cats', 'like', 'catnip', 'nothing', 'crazy', 'weird', 'went', 'rolled', 'around', 'rubbed', 'faces', 'one', 'even', 'ate', 'nothing', 'different', 'regular', 'catnip', 'actually', 'another', 'brand', 'produced', 'crazier', 'reactions', 'like', 'drooling', 'hyperactivity', 'ca', 'remember', 'brand', 'smelled', 'stuff', 'seemed', 'stale', 'date', 'back', 'said', 'copyright', '2004', '2008', 'maybe', 'get', 'fresher', 'batch', 'craziness', 'around']","['average', 'catnip', 'might', 'stale', '2', 'cat', 'like', 'catnip', 'nothing', 'crazy', 'weird', 'go', 'roll', 'around', 'rubbed', 'face', 'one', 'even', 'ate', 'nothing', 'different', 'regular', 'catnip', 'actually', 'another', 'brand', 'produce', 'crazier', 'reaction', 'like', 'drool', 'hyperactivity', 'ca', 'remember', 'brand', 'smell', 'stuff', 'seem', 'stale', 'date', 'back', 'say', 'copyright', '2004', '2008', 'maybe', 'get', 'fresher', 'batch', 'craziness', 'around']","['average', 'catnip', 'might', 'stale', '2', 'cat', 'like', 'catnip', 'nothing', 'crazy', 'weird', 'go', 'roll', 'around', 'rubbed', 'face', 'one', 'even', 'ate', 'nothing', 'different', 'regular', 'catnip', 'actually', 'another', 'brand', 'produce', 'crazier', 'reaction', 'like', 'drool', 'hyperactivity', 'ca', 'remember', 'brand', 'smell', 'stuff', 'seem', 'stale', 'date', 'back', 'say', 'copyright', '2004', '2008', 'maybe', 'get', 'fresher', 'batch', 'craziness', 'around']"
5,"['love', 'this', 'coffee', 'i', 'love', 'starbucks', 'coffee', 'of', 'all', 'kinds', 'but', 'the', 'pikes', 'place', 'is', 'my', 'all', 'time', 'favorite', 'it', 'is', 'so', 'smooth', 'and', 'rich', 'it', 'is', 'the', 'perfect', 'coffee', 'for', 'the', 'person', 'who', 'likes', 'to', 'drink', 'their', 'coffee', 'black']","['love', 'coffee', 'love', 'starbucks', 'coffee', 'kinds', 'pikes', 'place', 'time', 'favorite', 'smooth', 'rich', 'perfect', 'coffee', 'person', 'likes', 'drink', 'coffee', 'black']","['love', 'coffee', 'love', 'starbucks', 'coffee', 'kind', 'pike', 'place', 'time', 'favorite', 'smooth', 'rich', 'perfect', 'coffee', 'person', 'like', 'drink', 'coffee', 'black']","['love', 'coffee', 'love', 'starbucks', 'coffee', 'kind', 'pike', 'place', 'time', 'favorite', 'smooth', 'rich', 'perfect', 'coffee', 'person', 'like', 'drink', 'coffee', 'black']"
5,"['ca', 'wait', 'to', 'try', 'it', 'a', 'handy', 'box', 'with', '6', 'indian', 'curry', 'takes', 'up', 'little', 'space', 'in', 'cupboard', 'like', 'i', 'said', 'ca', 'wait', 'to', 'try', 'them', 'out', 'and', 'experience', 'the', 'awesome', 'indian', 'flavors', 'and', 'pleasant', 'smells', 'again', 'if', 'you', 'never', 'ate', 'indian', 'food', 'please', 'give', 'it', 'a', 'try', 'it', 'not', 'or', 'it', 'very', 'tasty']","['ca', 'wait', 'try', 'handy', 'box', '6', 'indian', 'curry', 'takes', 'little', 'space', 'cupboard', 'like', 'said', 'ca', 'wait', 'try', 'experience', 'awesome', 'indian', 'flavors', 'pleasant', 'smells', 'never', 'ate', 'indian', 'food', 'please', 'give', 'try', 'tasty']","['ca', 'wait', 'try', 'handy', 'box', '6', 'indian', 'curry', 'take', 'little', 'space', 'cupboard', 'like', 'say', 'ca', 'wait', 'try', 'experience', 'awesome', 'indian', 'flavor', 'pleasant', 'smell', 'never', 'ate', 'indian', 'food', 'please', 'give', 'try', 'tasty']","['ca', 'wait', 'try', 'handy', 'box', '6', 'indian', 'curry', 'take', 'little', 'space', 'cupboard', 'like', 'say', 'ca', 'wait', 'try', 'experience', 'awesome', 'indian', 'flavor', 'pleasant', 'smell', 'never', 'ate', 'indian', 'food', 'please', 'give', 'try', 'tasty']"
5,"['makes', 'a', 'good', 'cup', 'of', 'coffee', 'i', 'was', 'given', 'a', 'keurig', 'b70', 'as', 'a', 'gift', 'and', 'was', 'asked', 'which', 'coffee', 'sample', 'type', 's', 'i', 'wanted', 'with', 'decided', 'to', 'take', 'a', 'chance', 'on', 'this', 'one', 'it', 'was', 'a', 'good', 'coffee', 'was', 'smooth', 'and', 'full', 'excellent', 'french', 'roast']","['makes', 'good', 'cup', 'coffee', 'given', 'keurig', 'b70', 'gift', 'asked', 'coffee', 'sample', 'type', 'wanted', 'decided', 'take', 'chance', 'one', 'good', 'coffee', 'smooth', 'full', 'excellent', 'french', 'roast']","['make', 'good', 'cup', 'coffee', 'give', 'keurig', 'b70', 'gift', 'ask', 'coffee', 'sample', 'type', 'want', 'decide', 'take', 'chance', 'one', 'good', 'coffee', 'smooth', 'full', 'excellent', 'french', 'roast']","['make', 'good', 'cup', 'coffee', 'give', 'keurig', 'b70', 'gift', 'ask', 'coffee', 'sample', 'type', 'want', 'decide', 'take', 'chance', 'one', 'good', 'coffee', 'smooth', 'full', 'excellent', 'french', 'roast']"
5,"['it', 'the', 'greatest', 'seven', 'seas', 'dressing', 'viva', 'italian', 'is', 'the', 'greatest', 'salad', 'dressing', 'i', 'ever', 'tasted', 'and', 'i', 'had', 'a', 'variety', 'of', 'salad', 'dressings', 'it', 'the', 'best', 'hands', 'down']","['greatest', 'seven', 'seas', 'dressing', 'viva', 'italian', 'greatest', 'salad', 'dressing', 'ever', 'tasted', 'variety', 'salad', 'dressings', 'best', 'hands']","['great', 'seven', 'sea', 'dress', 'viva', 'italian', 'great', 'salad', 'dress', 'ever', 'taste', 'variety', 'salad', 'dressing', 'best', 'hand']","['great', 'seven', 'sea', 'dress', 'viva', 'italian', 'great', 'salad', 'dress', 'ever', 'taste', 'variety', 'salad', 'dressing', 'best', 'hand']"
4,"['purina', 'is', 'always', 'the', 'leader', 'i', 'will', 'have', 'to', 'admit', 'that', 'i', 'do', 'take', 'a', 'lot', 'of', 'heed', 'to', 'the', 'food', 'i', 'give', 'to', 'my', 'dogs', 'typically', 'they', 'simply', 'are', 'show', 'work', 'or', 'hunting', 'dogs', 'so', 'i', 'not', 'typically', 'concerned', 'about', 'it', 'i', 'will', 'have', 'to', 'say', 'that', 'since', 'introducing', 'my', 'pet', 'to', 'beneful', 'she', 'actually', 'eating', 'less', 'and', 'has', 'more', 'energy', 'overall', 'a', 'good', 'product', 'for', 'my', 'pot', 'licker']","['purina', 'always', 'leader', 'admit', 'take', 'lot', 'heed', 'food', 'give', 'dogs', 'typically', 'simply', 'show', 'work', 'hunting', 'dogs', 'typically', 'concerned', 'say', 'since', 'introducing', 'pet', 'beneful', 'actually', 'eating', 'less', 'energy', 'overall', 'good', 'product', 'pot', 'licker']","['purina', 'always', 'leader', 'admit', 'take', 'lot', 'heed', 'food', 'give', 'dog', 'typically', 'simply', 'show', 'work', 'hunt', 'dog', 'typically', 'concerned', 'say', 'since', 'introduce', 'pet', 'beneful', 'actually', 'eat', 'less', 'energy', 'overall', 'good', 'product', 'pot', 'licker']","['purina', 'always', 'leader', 'admit', 'take', 'lot', 'heed', 'food', 'give', 'dog', 'typically', 'simply', 'show', 'work', 'hunt', 'dog', 'typically', 'concerned', 'say', 'since', 'introduce', 'pet', 'beneful', 'actually', 'eat', 'less', 'energy', 'overall', 'good', 'product', 'pot', 'licker']"
5,"['best', 'dark', 'chocolate', 'ever', 'this', 'is', 'the', 'very', 'best', 'super', 'dark', 'chocolate', 'i', 'ever', 'snack', 'on', 'a', 'square', 'or', 'two', 'in', 'the', 'afternoon', 'and', 'because', 'the', 'quality', 'is', 'so', 'good', 'you', 'only', 'need', 'a', 'taste']","['best', 'dark', 'chocolate', 'ever', 'best', 'super', 'dark', 'chocolate', 'ever', 'snack', 'square', 'two', 'afternoon', 'quality', 'good', 'need', 'taste']","['best', 'dark', 'chocolate', 'ever', 'best', 'super', 'dark', 'chocolate', 'ever', 'snack', 'square', 'two', 'afternoon', 'quality', 'good', 'need', 'taste']","['best', 'dark', 'chocolate', 'ever', 'best', 'super', 'dark', 'chocolate', 'ever', 'snack', 'square', 'two', 'afternoon', 'quality', 'good', 'need', 'taste']"
4,"['really', 'tasty', 'these', 'little', 'cakes', 'are', 'really', 'good', 'i', 'bought', 'them', 'for', 'me', 'and', 'my', 'friend', 'to', 'try', 'and', 'she', 'loved', 'them', 'too', 'the', 'only', 'bad', 'thing', 'about', 'it', 'is', 'that', 'i', 'ended', 'up', 'eating', 'half', 'the', 'box', 'in', 'one', 'go', 'and', 'all', 'the', 'sugar', 'gave', 'me', 'a', 'stomach', 'ach', 'so', 'be', 'sure', 'to', 'eat', 'them', 'slowly', 'p']","['really', 'tasty', 'little', 'cakes', 'really', 'good', 'bought', 'friend', 'try', 'loved', 'bad', 'thing', 'ended', 'eating', 'half', 'box', 'one', 'go', 'sugar', 'gave', 'stomach', 'ach', 'sure', 'eat', 'slowly', 'p']","['really', 'tasty', 'little', 'cake', 'really', 'good', 'bought', 'friend', 'try', 'love', 'bad', 'thing', 'end', 'eat', 'half', 'box', 'one', 'go', 'sugar', 'give', 'stomach', 'ach', 'sure', 'eat', 'slowly', 'p']","['really', 'tasty', 'little', 'cake', 'really', 'good', 'bought', 'friend', 'try', 'love', 'bad', 'thing', 'end', 'eat', 'half', 'box', 'one', 'go', 'sugar', 'give', 'stomach', 'ach', 'sure', 'eat', 'slowly', 'p']"
